1,241,39,92,42.4,5,17,29.4,15,21,71.4,17,31,48,26,10,9,12,11
1,265,50,99,50.5,14,34,41.2,11,16,68.8,9,38,47,33,4,4,10,16
1,241,40,98,40.8,8,21,38.1,16,17,94.1,14,31,45,29,17,8,5,19
0,240,28,75,37.3,4,12,33.3,24,28,85.7,8,31,39,17,7,5,18,18
0,265,42,93,45.2,7,24,29.2,6,8,75.0,9,35,44,19,6,5,10,13
0,242,37,74,50.0,4,14,28.6,17,23,73.9,10,26,36,21,3,4,14,19
0,240,38,81,46.9,1,9,11.1,23,32,71.9,11,26,37,22,12,2,8,28
0,240,25,70,35.7,3,5,60.0,19,29,65.5,19,25,44,10,4,2,19,31
1,238,37,74,50.0,8,23,34.8,21,25,84.0,7,27,34,27,13,9,14,16
0,240,41,76,53.9,1,12,8.3,20,26,76.9,13,23,36,31,6,5,17,23
0,241,30,82,36.6,9,30,30.0,21,27,77.8,9,29,38,18,9,2,18,19
0,239,37,94,39.4,11,31,35.5,5,5,100.0,12,32,44,26,8,2,18,23
1,239,38,79,48.1,12,35,34.3,30,34,88.2,5,26,31,31,9,10,13,18
0,241,34,68,50.0,7,16,43.8,20,28,71.4,7,31,38,15,7,7,20,23
0,240,35,82,42.7,2,14,14.3,16,24,66.7,11,27,38,23,13,6,12,23
1,241,39,80,48.8,3,13,23.1,19,25,76.0,9,35,44,17,4,2,14,20
1,265,35,79,44.3,7,21,33.3,37,45,82.2,13,25,38,19,8,4,14,21
0,239,31,85,36.5,7,20,35.0,19,26,73.1,14,34,48,17,8,4,20,23
0,240,31,78,39.7,6,19,31.6,13,23,56.5,7,35,42,19,3,1,15,13
1,240,40,86,46.5,7,13,53.8,16,19,84.2,16,25,41,21,5,4,10,28
0,240,32,82,39.0,1,8,12.5,15,22,68.2,11,34,45,20,6,2,16,29
1,240,36,81,44.4,3,35,8.6,25,38,65.8,8,43,51,20,15,9,21,14
1,239,50,93,53.8,14,33,42.4,17,22,77.3,11,31,42,29,5,3,5,19
0,240,40,90,44.4,13,25,52.0,18,21,85.7,9,28,37,20,5,6,11,24
1,240,35,79,44.3,7,14,50.0,14,15,93.3,10,36,46,24,10,3,15,21
1,240,43,77,55.8,14,24,58.3,13,15,86.7,4,36,40,28,12,4,17,15
